instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
636,27/9/2012,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393
637,28/9/2012,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415
638,29/9/2012,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555
639,30/9/2012,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889
640,1/10/2012,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778
641,2/10/2012,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639
642,3/10/2012,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572
643,4/10/2012,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328
644,5/10/2012,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156
645,6/10/2012,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965
646,7/10/2012,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510
647,8/10/2012,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478
648,9/10/2012,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392
649,10/10/2012,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691
650,11/10/2012,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570
651,12/10/2012,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282
652,13/10/2012,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109
653,14/10/2012,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639
654,15/10/2012,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875
655,16/10/2012,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534
656,17/10/2012,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461
657,18/10/2012,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509
658,19/10/2012,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424
659,20/10/2012,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090
660,21/10/2012,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824
661,22/10/2012,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058
662,23/10/2012,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466
663,24/10/2012,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693
664,25/10/2012,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359
665,26/10/2012,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444
666,27/10/2012,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852
667,28/10/2012,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459
668,29/10/2012,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22
669,30/10/2012,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096
670,31/10/2012,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566
671,1/11/2012,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986
672,2/11/2012,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847
673,3/11/2012,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138
674,4/11/2012,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107
675,5/11/2012,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259
676,6/11/2012,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686
677,7/11/2012,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035
678,8/11/2012,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315
679,9/11/2012,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992
680,10/11/2012,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536
681,11/11/2012,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852
682,12/11/2012,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269
683,13/11/2012,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094
684,14/11/2012,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495
685,15/11/2012,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445
686,16/11/2012,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698
687,17/11/2012,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629
688,18/11/2012,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669
689,19/11/2012,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499
690,20/11/2012,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634
691,21/11/2012,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146
692,22/11/2012,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425
693,23/11/2012,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910
694,24/11/2012,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277
695,25/11/2012,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424
696,26/11/2012,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087
697,27/11/2012,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959
698,28/11/2012,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260
699,29/11/2012,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323
700,30/11/2012,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668
701,1/12/2012,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191
702,2/12/2012,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649
703,3/12/2012,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234
704,4/12/2012,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606
705,5/12/2012,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729
706,6/12/2012,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375
707,7/12/2012,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008
708,8/12/2012,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582
709,9/12/2012,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228
710,10/12/2012,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170
711,11/12/2012,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501
712,12/12/2012,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319
713,13/12/2012,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532
714,14/12/2012,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611
715,15/12/2012,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047
716,16/12/2012,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786
717,17/12/2012,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585
718,18/12/2012,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557
719,19/12/2012,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267
720,20/12/2012,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128
721,21/12/2012,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623
722,22/12/2012,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749
723,23/12/2012,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787
724,24/12/2012,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920
725,25/12/2012,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013
726,26/12/2012,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441
727,27/12/2012,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114
728,28/12/2012,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095
729,29/12/2012,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341
730,30/12/2012,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796
731,31/12/2012,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729
