dteday,season,mnth,holiday,workingday,weathersit,temp,hum,windspeed,casual,registered,cnt
2012-11-12,4,12,0,1,2,0.353333,0.596667,0.296037,282,5219,5501
2012-12-12,4,12,0,1,2,0.2975,0.538333,0.162937,310,5009,5319
2012-12-13,4,12,0,1,1,0.295833,0.485833,0.174129,425,5107,5532
2012-12-14,4,12,0,1,1,0.281667,0.642917,0.131229,429,5182,5611
2012-12-15,4,12,0,0,1,0.324167,0.650417,0.10635,767,4280,5047
2012-12-16,4,12,0,0,2,0.3625,0.83875,0.100742,538,3248,3786
2012-12-17,4,12,0,1,2,0.393333,0.907083,0.0982583,212,4373,4585
2012-12-18,4,12,0,1,1,0.410833,0.66625,0.221404,433,5124,5557
2012-12-19,4,12,0,1,1,0.3325,0.625417,0.184092,333,4934,5267
2012-12-20,4,12,0,1,2,0.33,0.667917,0.132463,314,3814,4128
2012-12-21,1,12,0,1,2,0.326667,0.556667,0.374383,221,3402,3623
2012-12-22,1,12,0,0,1,0.265833,0.44125,0.407346,205,1544,1749
2012-12-23,1,12,0,0,1,0.245833,0.515417,0.133083,408,1379,1787
2012-12-24,1,12,0,1,2,0.231304,0.791304,0.0772304,174,746,920
2012-12-25,1,12,1,0,2,0.291304,0.734783,0.168726,440,573,1013
2012-12-26,1,12,0,1,3,0.243333,0.823333,0.316546,9,432,441
2012-12-27,1,12,0,1,2,0.254167,0.652917,0.350133,247,1867,2114
2012-12-28,1,12,0,1,2,0.253333,0.59,0.155471,644,2451,3095
2012-12-29,1,12,0,0,2,0.253333,0.752917,0.124383,159,1182,1341
2012-12-30,1,12,0,0,1,0.255833,0.483333,0.350754,364,1432,1796
2012-12-31,1,12,0,1,2,0.215833,0.5775,0.154846,439,2290,2729
